"workerId","itemId","CONDITION_NO","ENCODING","ITEM_FUNCTION","ITEM_SUBGROUP","ANSWER","ANSWER_LABEL","rt","time_elapsed","trial_index"
215,"f25_3",3,"f25","filler","pseudo_windef",5,"vollkommen natürlich",5505,774227,99
215,"f21_2",2,"f21","control","unrelated",2,"eher unnatürlich",6344,784988,101
215,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",4001,788996,102
215,"f48_2",2,"f48","attention","unrelated",2,"eher unnatürlich",8718,807637,104
215,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",5319,817931,106
215,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",5933,823872,107
213,"f64_3",3,"f64","calibration","unrelated",2,"eher unnatürlich",14411,14416,0
213,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",17579,31999,1
213,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",10329,42329,2
213,"f28_2",2,"f28","calibration","pseudo_windef",2,"eher unnatürlich",20041,62372,3
213,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",11276,73650,4
213,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",5036,78689,5
213,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",12179,100064,7
213,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",7967,129023,9
213,"f12_1",1,"f12","control","related",4,"eher natürlich",8931,137956,10
213,"f49_3",3,"f49","filler","unrelated",2,"eher unnatürlich",8286,161397,12
213,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",11217,172617,13
213,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",6845,187263,15
213,"f46_2",2,"f46","attention","unrelated",2,"eher unnatürlich",16424,203690,16
213,"f51_2",2,"f51","attention","pseudo_COM/manner",1,"vollkommen unnatürlich",15949,237086,18
213,"f69_3",3,"f69","filler","unrelated",2,"eher unnatürlich",9188,271669,20
213,"f06_1",1,"f06","control","related",5,"vollkommen natürlich",13928,300670,22
213,"f35_3",3,"f35","filler","pseudo_windef",5,"vollkommen natürlich",11296,311969,23
213,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",11996,334799,25
213,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",14563,360405,27
213,"f68_2",2,"f68","attention","unrelated",5,"vollkommen natürlich",5790,376573,29
213,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",9866,394420,31
213,"f65_1",1,"f65","filler","unrelated",5,"vollkommen natürlich",16882,432141,33
213,"f08_1",1,"f08","control","related",4,"eher natürlich",10238,442381,34
213,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",4,"eher natürlich",10293,461248,36
213,"f63_3",3,"f63","filler","unrelated",2,"eher unnatürlich",8535,477798,38
213,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",7311,493509,40
213,"f27_2",2,"f27","attention","pseudo_windef",5,"vollkommen natürlich",6288,499799,41
213,"f05_2",2,"f05","control","related",2,"eher unnatürlich",8205,513467,43
213,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",12142,525612,44
213,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",9967,547670,46
213,"f57_1",1,"f57","filler","unrelated",4,"eher natürlich",22816,570489,47
213,"f23_2",2,"f23","control","unrelated",1,"vollkommen unnatürlich",7575,589479,49
213,"f31_2",2,"f31","attention","pseudo_windef/TEMP",2,"eher unnatürlich",10839,600321,50
213,"f13_2",2,"f13","control","unrelated",1,"vollkommen unnatürlich",15087,615411,51
213,"f66_3",3,"f66","filler","unrelated",4,"eher natürlich",6819,633312,53
213,"f07_2",2,"f07","control","related",2,"eher unnatürlich",9633,653745,55
213,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",9822,663570,56
213,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",7779,682811,58
213,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",10515,693329,59
213,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",7329,716700,61
213,"f40_3",3,"f40","filler","unrelated",5,"vollkommen natürlich",12427,729130,62
213,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",8288,737421,63
213,"f17_2",2,"f17","control","unrelated",5,"vollkommen natürlich",7276,756280,65
213,"f47_3",3,"f47","filler","unrelated",3,"keine Tendenz",12974,769257,66
213,"f34_3",3,"f34","filler","pseudo_windef",4,"eher natürlich",10746,788389,68
213,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",7835,796228,69
213,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",3,"keine Tendenz",12349,821312,71
213,"f60_2",2,"f60","attention","unrelated",2,"eher unnatürlich",14855,845509,73
213,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",9489,855001,74
213,"f59_2",2,"f59","attention","unrelated",1,"vollkommen unnatürlich",18520,873524,75
213,"f03_2",2,"f03","control","related",2,"eher unnatürlich",11498,897320,77
213,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",3,"keine Tendenz",17487,914810,78
213,"f10_1",1,"f10","control","related",5,"vollkommen natürlich",8012,931036,80
213,"f48_2",2,"f48","attention","unrelated",2,"eher unnatürlich",11410,942450,81
213,"f25_3",3,"f25","filler","pseudo_windef",5,"vollkommen natürlich",10213,968400,83
213,"f14_1",1,"f14","control","unrelated",4,"eher natürlich",7763,985998,85
213,"f58_3",3,"f58","filler","unrelated",3,"keine Tendenz",10420,996422,86
213,"f02_1",1,"f02","control","related",4,"eher natürlich",8029,1020302,88
213,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",13336,1033642,89
213,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",7388,1051021,91
213,"f54_2",2,"f54","filler","pseudo_CC/COM",2,"eher unnatürlich",10514,1061537,92
213,"f39_3",3,"f39","filler","pseudo_manner/COM",4,"eher natürlich",9640,1071181,93
213,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",8796,1079980,94
213,"f32_1",1,"f32","filler","pseudo_windef/CC",4,"eher natürlich",7406,1087391,95
213,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",4,"eher natürlich",11913,1121436,97
213,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",7960,1129399,98
213,"f15_2",2,"f15","control","unrelated",2,"eher unnatürlich",10309,1161595,100
213,"f30_3",3,"f30","filler","pseudo_windef",4,"eher natürlich",7261,1168859,101
213,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",6707,1185233,103
213,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",5,"vollkommen natürlich",12121,1205905,105
213,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",10340,1216249,106
213,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",7640,1223891,107
210,"f52_3",3,"f52","calibration","unrelated",4,"eher natürlich",14763,14766,0
210,"f28_2",2,"f28","calibration","pseudo_windef",2,"eher unnatürlich",10864,25637,1
210,"f38_2",2,"f38","calibration","unrelated",2,"eher unnatürlich",9641,35285,2
210,"f64_3",3,"f64","calibration","unrelated",2,"eher unnatürlich",16459,51749,3
210,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",9125,60877,4
210,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",10053,70933,5
210,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",12702,83638,6
210,"f66_3",3,"f66","filler","unrelated",4,"eher natürlich",11677,107597,8
210,"f21_2",2,"f21","control","unrelated",2,"eher unnatürlich",7541,115140,9
210,"f47_3",3,"f47","filler","unrelated",4,"eher natürlich",13246,149645,11
210,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",6894,156541,12
210,"f71_2",2,"f71","filler","unrelated",2,"eher unnatürlich",9550,176996,14
210,"f23_2",2,"f23","control","unrelated",2,"eher unnatürlich",9374,186372,15
210,"f67_1",1,"f67","filler","unrelated",5,"vollkommen natürlich",10791,219159,17
210,"f01_2",2,"f01","control","related",2,"eher unnatürlich",13170,232334,18
210,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",15997,256469,20
210,"f27_2",2,"f27","attention","pseudo_windef",5,"vollkommen natürlich",6501,272925,22
210,"f40_3",3,"f40","filler","unrelated",5,"vollkommen natürlich",9893,293717,24
210,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",16933,310652,25
210,"f13_2",2,"f13","control","unrelated",2,"eher unnatürlich",14375,325029,26
210,"f69_3",3,"f69","filler","unrelated",4,"eher natürlich",16902,352885,28
210,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",7669,360557,29
210,"f39_3",3,"f39","filler","pseudo_manner/COM",5,"vollkommen natürlich",13422,381141,31
210,"f24_1",1,"f24","control","unrelated",5,"vollkommen natürlich",9331,390477,32
210,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",9085,412549,34
210,"f31_2",2,"f31","attention","pseudo_windef/TEMP",1,"vollkommen unnatürlich",14028,426581,35
210,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",11278,437862,36
210,"f58_3",3,"f58","filler","unrelated",1,"vollkommen unnatürlich",11093,455677,38
210,"f17_2",2,"f17","control","unrelated",1,"vollkommen unnatürlich",6637,469453,40
210,"f32_1",1,"f32","filler","pseudo_windef/CC",5,"vollkommen natürlich",10815,480270,41
210,"f03_2",2,"f03","control","related",1,"vollkommen unnatürlich",12312,492589,42
210,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",7405,512581,44
210,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",4,"eher natürlich",14165,526749,45
210,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",11434,550358,47
210,"f48_2",2,"f48","attention","unrelated",1,"vollkommen unnatürlich",13469,572870,49
210,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",9604,582477,50
210,"f65_1",1,"f65","filler","unrelated",5,"vollkommen natürlich",12526,595006,51
210,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",12108,618749,53
210,"f12_1",1,"f12","control","related",4,"eher natürlich",11158,629910,54
210,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",9118,649742,56
210,"f63_3",3,"f63","filler","unrelated",4,"eher natürlich",13863,671822,58
210,"f05_2",2,"f05","control","related",1,"vollkommen unnatürlich",13462,685285,59
210,"f30_3",3,"f30","filler","pseudo_windef",5,"vollkommen natürlich",17708,717453,61
210,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",4,"eher natürlich",8238,739645,63
210,"f07_2",2,"f07","control","related",1,"vollkommen unnatürlich",10237,749885,64
210,"f02_1",1,"f02","control","related",4,"eher natürlich",7406,766502,66
210,"f59_2",2,"f59","attention","unrelated",2,"eher unnatürlich",17190,783694,67
210,"f25_3",3,"f25","filler","pseudo_windef",5,"vollkommen natürlich",9333,801782,69
210,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",5,"vollkommen natürlich",11109,812894,70
210,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",5342,818237,71
210,"f08_1",1,"f08","control","related",5,"vollkommen natürlich",7540,838965,73
210,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",1,"vollkommen unnatürlich",11726,850693,74
210,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",10053,860749,75
210,"f68_2",2,"f68","attention","unrelated",1,"vollkommen unnatürlich",10485,879932,77
210,"f11_2",2,"f11","control","related",1,"vollkommen unnatürlich",17790,897725,78
210,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",7355,916980,80
210,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",6956,936969,82
210,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",10169,947140,83
210,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",9161,956304,84
210,"f49_3",3,"f49","filler","unrelated",2,"eher unnatürlich",9713,972426,86
210,"f34_3",3,"f34","filler","pseudo_windef",4,"eher natürlich",12381,1001180,88
210,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",8100,1009282,89
210,"f46_2",2,"f46","attention","unrelated",1,"vollkommen unnatürlich",11613,1035184,91
210,"f06_1",1,"f06","control","related",5,"vollkommen natürlich",6892,1057299,93
210,"f35_3",3,"f35","filler","pseudo_windef",5,"vollkommen natürlich",9337,1066638,94
210,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",10647,1088841,96
210,"f10_1",1,"f10","control","related",5,"vollkommen natürlich",7700,1107912,98
210,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",13148,1121063,99
210,"f72_2",2,"f72","attention","unrelated",1,"vollkommen unnatürlich",10487,1146213,101
210,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",4,"eher natürlich",12633,1176531,103
210,"f51_2",2,"f51","attention","pseudo_COM/manner",1,"vollkommen unnatürlich",11573,1198611,105
210,"f60_2",2,"f60","attention","unrelated",1,"vollkommen unnatürlich",10181,1226843,107
206,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",8860,8863,0
206,"f64_3",3,"f64","calibration","unrelated",2,"eher unnatürlich",13983,22854,1
206,"f52_3",3,"f52","calibration","unrelated",5,"vollkommen natürlich",7040,29904,2
206,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",7161,37070,3
206,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",10049,47126,4
206,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",14511,61643,5
206,"f60_2",2,"f60","attention","unrelated",2,"eher unnatürlich",11481,87674,7
206,"f02_1",1,"f02","control","related",4,"eher natürlich",10347,111888,9
206,"f32_1",1,"f32","filler","pseudo_windef/CC",5,"vollkommen natürlich",7555,119449,10
206,"f35_3",3,"f35","filler","pseudo_windef",5,"vollkommen natürlich",7655,137801,12
206,"f61_3",3,"f61","filler","unrelated (pseudo_manner)",5,"vollkommen natürlich",8439,159933,14
206,"f16_1",1,"f16","control","unrelated",5,"vollkommen natürlich",8542,176025,16
206,"f66_3",3,"f66","filler","unrelated",2,"eher unnatürlich",6769,182798,17
206,"f15_2",2,"f15","control","unrelated",1,"vollkommen unnatürlich",6480,189283,18
206,"f34_3",3,"f34","filler","pseudo_windef",3,"keine Tendenz",10593,207828,20
206,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",11181,219014,21
206,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",8032,240889,23
206,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",6964,247860,24
206,"f47_3",3,"f47","filler","unrelated",2,"eher unnatürlich",6871,254738,25
206,"f65_1",1,"f65","filler","unrelated",4,"eher natürlich",11243,273991,27
206,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",4,"eher natürlich",14326,300955,29
206,"f70_1",1,"f70","filler","unrelated",5,"vollkommen natürlich",7332,316624,31
206,"f26_1",1,"f26","filler","pseudo_windef",5,"vollkommen natürlich",4822,325888,33
206,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",6014,340339,35
206,"f69_3",3,"f69","filler","unrelated",2,"eher unnatürlich",6972,347317,36
206,"f14_1",1,"f14","control","unrelated",4,"eher natürlich",15353,372666,38
206,"f29_2",2,"f29","attention","pseudo_windef",1,"vollkommen unnatürlich",5854,378526,39
206,"f49_3",3,"f49","filler","unrelated",2,"eher unnatürlich",8492,400873,41
206,"f12_1",1,"f12","control","related",5,"vollkommen natürlich",5138,406017,42
206,"f58_3",3,"f58","filler","unrelated",1,"vollkommen unnatürlich",7780,422367,44
206,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",5529,442138,46
206,"f03_2",2,"f03","control","related",1,"vollkommen unnatürlich",9226,456756,48
206,"f51_2",2,"f51","attention","pseudo_COM/manner",5,"vollkommen natürlich",6604,463368,49
206,"f10_1",1,"f10","control","related",4,"eher natürlich",6485,469860,50
206,"f43_3",3,"f43","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",5714,486387,52
206,"f24_1",1,"f24","control","unrelated",4,"eher natürlich",8441,510902,54
206,"f33_1",1,"f33","filler","pseudo_windef",5,"vollkommen natürlich",4512,515419,55
206,"f13_2",2,"f13","control","unrelated",1,"vollkommen unnatürlich",10250,525674,56
206,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",6808,532489,57
206,"f07_2",2,"f07","control","related",1,"vollkommen unnatürlich",6791,546112,59
206,"f53_1",1,"f53","filler","pseudo_manner/INSTR",5,"vollkommen natürlich",10916,557033,60
206,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",5850,582862,62
206,"f46_2",2,"f46","attention","unrelated",2,"eher unnatürlich",10382,593250,63
206,"f59_2",2,"f59","attention","unrelated",1,"vollkommen unnatürlich",8065,601322,64
206,"f23_2",2,"f23","control","unrelated",2,"eher unnatürlich",6291,615847,66
206,"f30_3",3,"f30","filler","pseudo_windef",2,"eher unnatürlich",12377,628230,67
206,"f41_1",1,"f41","filler","unrelated",5,"vollkommen natürlich",5179,633416,68
206,"f39_3",3,"f39","filler","pseudo_manner/COM",1,"vollkommen unnatürlich",6033,645897,70
206,"f06_1",1,"f06","control","related",4,"eher natürlich",10818,656721,71
206,"f19_2",2,"f19","control","unrelated",1,"vollkommen unnatürlich",6342,678083,73
206,"f68_2",2,"f68","attention","unrelated",2,"eher unnatürlich",5615,683702,74
206,"f36_2",2,"f36","attention","pseudo_windef",1,"vollkommen unnatürlich",6590,697426,76
206,"f08_1",1,"f08","control","related",4,"eher natürlich",5332,711893,78
206,"f63_3",3,"f63","filler","unrelated",2,"eher unnatürlich",4746,716645,79
206,"f72_2",2,"f72","attention","unrelated",5,"vollkommen natürlich",7151,731139,81
206,"f17_2",2,"f17","control","unrelated",2,"eher unnatürlich",5287,736431,82
206,"f40_3",3,"f40","filler","unrelated",5,"vollkommen natürlich",6307,742744,83
206,"f20_1",1,"f20","control","unrelated",5,"vollkommen natürlich",6479,749227,84
206,"f11_2",2,"f11","control","related",2,"eher unnatürlich",7858,769134,86
206,"f71_2",2,"f71","filler","unrelated",1,"vollkommen unnatürlich",4547,773686,87
206,"f57_1",1,"f57","filler","unrelated",5,"vollkommen natürlich",5004,784992,89
206,"f04_1",1,"f04","control","related",5,"vollkommen natürlich",5573,801137,91
206,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",10341,811483,92
206,"f25_3",3,"f25","filler","pseudo_windef",4,"eher natürlich",5282,825399,94
206,"f05_2",2,"f05","control","related",1,"vollkommen unnatürlich",5721,836039,96
206,"f48_2",2,"f48","attention","unrelated",2,"eher unnatürlich",11620,847664,97
206,"f18_1",1,"f18","control","unrelated",5,"vollkommen natürlich",5766,863079,99
206,"f27_2",2,"f27","attention","pseudo_windef",5,"vollkommen natürlich",5630,868716,100
206,"f31_2",2,"f31","attention","pseudo_windef/TEMP",1,"vollkommen unnatürlich",10085,888227,102
206,"f56_3",3,"f56","filler","unrelated (pseudo_CC)",5,"vollkommen natürlich",11987,915718,104
206,"f62_2",2,"f62","attention","unrelated (pseudo_manner)",2,"eher unnatürlich",9189,931109,106
206,"f67_1",1,"f67","filler","unrelated",3,"keine Tendenz",10241,941355,107
203,"f37_1",1,"f37","calibration","unrelated",5,"vollkommen natürlich",9122,9125,0
203,"f52_3",3,"f52","calibration","unrelated",2,"eher unnatürlich",8546,17674,1
203,"f50_1",1,"f50","calibration","unrelated",5,"vollkommen natürlich",3696,21372,2
203,"f28_2",2,"f28","calibration","pseudo_windef",1,"vollkommen unnatürlich",6740,28113,3
203,"f64_3",3,"f64","calibration","unrelated",1,"vollkommen unnatürlich",10445,38560,4
203,"f38_2",2,"f38","calibration","unrelated",5,"vollkommen natürlich",4920,43482,5
203,"f54_2",2,"f54","filler","pseudo_CC/COM",1,"vollkommen unnatürlich",5882,58621,7
203,"f44_3",3,"f44","filler","unrelated (pseudo_TEMP/CC)",1,"vollkommen unnatürlich",7270,78930,9
203,"f42_2",2,"f42","filler","unrelated (pseudo_TEMP)",1,"vollkommen unnatürlich",4145,83076,10
203,"f22_1",1,"f22","control","unrelated",5,"vollkommen natürlich",4678,94995,12
203,"f47_3",3,"f47","filler","unrelated",5,"vollkommen natürlich",5987,100983,13
203,"f46_2",2,"f46","attention","unrelated",1,"vollkommen unnatürlich",6781,115500,15
203,"f02_1",1,"f02","control","related",4,"eher natürlich",6478,121980,16
203,"f14_1",1,"f14","control","unrelated",5,"vollkommen natürlich",9867,137604,18
203,"f55_3",3,"f55","filler","unrelated (pseudo_TEMP)",2,"eher unnatürlich",5431,143036,19
203,"f01_2",2,"f01","control","related",1,"vollkommen unnatürlich",4452,153135,21
203,"f31_2",2,"f31","attention","pseudo_windef/TEMP",1,"vollkommen unnatürlich",6212,159348,22
203,"f09_2",2,"f09","control","related",1,"vollkommen unnatürlich",4816,164166,23
203,"f60_2",2,"f60","attention","unrelated",1,"vollkommen unnatürlich",20178,191816,25
203,"f69_3",3,"f69","filler","unrelated",1,"vollkommen unnatürlich",3459,206858,27
203,"f45_1",1,"f45","filler","unrelated (pseudo_TEMP)",5,"vollkommen natürlich",5167,217597,29
203,"f23_2",2,"f23","control","unrelated",1,"vollkommen unnatürlich",5023,222621,30
203,"f21_2",2,"f21","control","unrelated",1,"vollkommen unnatürlich",3417,232630,32
